reshares,likes,created_at
,"{'total': 1, 'user_ids': [2728072]}",2021-01-26T15:35:27Z
,"{'total': 2, 'user_ids': [3893192, 4742780]}",2021-02-02T07:14:38Z
,"{'total': 2, 'user_ids': [4310660, 1235262]}",2021-01-15T13:05:05Z
,"{'total': 2, 'user_ids': [4573104, 4811734]}",2021-02-02T17:32:24Z
,,2021-01-28T14:55:01Z
,"{'total': 5, 'user_ids': [3579849, 4499929, 4439926, 3120899, 3577922]}",2021-02-24T17:13:26Z
,,2021-01-28T20:38:28Z
"{'reshared_count': 1, 'user_ids': [4660038]}",,2021-01-28T21:54:03Z
,,2021-01-28T15:02:51Z
,"{'total': 2, 'user_ids': [3505038, 4299539]}",2021-01-28T23:26:59Z
,,2021-02-24T23:47:50Z
,"{'total': 3, 'user_ids': [2194555, 3281814, 3852318]}",2021-02-11T14:47:19Z
,"{'total': 6, 'user_ids': [1312723, 4753741, 4568699, 1597383, 791486, 4669493]}",2021-02-18T17:54:28Z
,"{'total': 2, 'user_ids': [2953602, 3576404]}",2021-02-02T12:15:31Z
,"{'total': 12, 'user_ids': [2265445, 3901975, 4457868, 1243494, 3033999, 4457178, 3975548, 4227191, 1535630, 4358789, 4246388, 4530827]}",2021-01-17T22:57:18Z
,"{'total': 2, 'user_ids': [4719881, 3056919]}",2021-02-02T22:10:06Z
,,2021-01-29T19:20:52Z
,"{'total': 1, 'user_ids': [3413586]}",2021-02-04T16:37:27Z
,"{'total': 2, 'user_ids': [3073692, 3413058]}",2021-01-25T21:48:38Z
,,2021-01-27T18:45:10Z
,"{'total': 2, 'user_ids': [3078918, 1397395]}",2021-02-26T22:09:03Z
,"{'total': 1, 'user_ids': [1253995]}",2021-02-04T16:20:43Z
,"{'total': 2, 'user_ids': [4706839, 1266971]}",2021-01-28T15:12:23Z
,"{'total': 2, 'user_ids': [3579849, 1690514]}",2021-02-12T22:24:24Z
,"{'total': 1, 'user_ids': [307831]}",2021-01-25T08:29:15Z
,"{'total': 1, 'user_ids': [3015223]}",2021-01-28T17:23:44Z
,"{'total': 1, 'user_ids': [1278208]}",2021-02-03T01:08:27Z
,,2021-01-28T14:06:12Z
,"{'total': 3, 'user_ids': [1322031, 3105195, 4831836]}",2021-02-09T17:27:55Z
,"{'total': 1, 'user_ids': [4062705]}",2021-01-29T14:45:06Z
,,2021-02-02T14:34:41Z
,"{'total': 1, 'user_ids': [4073773]}",2021-01-26T15:40:07Z
,"{'total': 1, 'user_ids': [725518]}",2021-01-25T18:16:03Z
,"{'total': 1, 'user_ids': [3357133]}",2021-02-01T14:52:58Z
,,2021-02-02T16:26:04Z
,"{'total': 3, 'user_ids': [4403007, 1627907, 4415629]}",2021-01-27T16:18:27Z
,,2021-01-26T22:17:49Z
,"{'total': 8, 'user_ids': [4417099, 3963486, 3579849, 3230007, 4566997, 4156287, 1316580, 3521372]}",2021-02-01T10:48:32Z
,"{'total': 3, 'user_ids': [1505139, 1026639, 3533621]}",2021-01-25T15:09:59Z
,"{'total': 1, 'user_ids': [3598344]}",2021-01-28T20:58:21Z
,,2021-02-05T21:50:19Z
,"{'total': 2, 'user_ids': [4289934, 4765409]}",2021-02-03T20:55:50Z
,"{'total': 5, 'user_ids': [3785039, 4963533, 746054, 2255109, 3921587]}",2021-02-24T22:56:47Z
,"{'total': 4, 'user_ids': [4710518, 3723716, 4773550, 2829713]}",2021-01-29T20:22:20Z
,"{'total': 4, 'user_ids': [2850496, 3086966, 155611, 186957]}",2021-01-30T04:11:39Z
,"{'total': 2, 'user_ids': [12162, 4176123]}",2021-01-26T22:02:09Z
,"{'total': 4, 'user_ids': [1389608, 924369, 1509903, 3483830]}",2021-01-29T01:15:23Z
,,2021-01-26T09:23:46Z
,"{'total': 12, 'user_ids': [2173209, 3040433, 619863, 4991649, 3579849, 4391062, 4607124, 4567013, 3546077, 4572951, 3512232, 4937346]}",2021-02-19T19:39:06Z
,"{'total': 4, 'user_ids': [736542, 4416107, 4061316, 1834455]}",2021-01-22T21:54:55Z
,"{'total': 10, 'user_ids': [4629799, 4451988, 4512527, 1021050, 3508301, 4689780, 3561379, 4518164, 4532637, 4581042]}",2021-02-02T19:26:52Z
,"{'total': 1, 'user_ids': [877539]}",2021-02-05T05:50:39Z
,"{'total': 2, 'user_ids': [3492113, 4804032]}",2021-02-04T22:23:06Z
,"{'total': 10, 'user_ids': [4790366, 835634, 1548129, 1477144, 2992333, 969921, 3163981, 765010, 5052927, 983216]}",2021-02-24T21:16:33Z
,"{'total': 2, 'user_ids': [3951920, 4055078]}",2021-02-26T17:45:36Z
,"{'total': 1, 'user_ids': [3174979]}",2021-02-09T16:42:00Z
,"{'total': 1, 'user_ids': [3278457]}",2021-02-24T22:13:48Z
,"{'total': 2, 'user_ids': [5108483, 4655458]}",2021-02-26T18:21:36Z
,"{'total': 2, 'user_ids': [3579849, 2729343]}",2021-02-02T14:15:55Z
,"{'total': 1, 'user_ids': [4530827]}",2021-01-19T17:13:03Z
,"{'total': 1, 'user_ids': [4419774]}",2021-01-12T18:19:48Z
,"{'total': 2, 'user_ids': [3484573, 3579849]}",2021-02-03T18:31:47Z
,"{'total': 4, 'user_ids': [2017492, 4490771, 2017081, 2959855]}",2021-01-30T04:10:42Z
,"{'total': 4, 'user_ids': [992427, 3343988, 1216078, 4383839]}",2021-01-28T16:44:36Z
"{'reshared_count': 1, 'user_ids': [1293203]}","{'total': 10, 'user_ids': [633555, 2187082, 3137208, 4564207, 4013826, 3627561, 3148139, 3251174, 4533437, 1782869]}",2021-01-23T02:47:08Z
,"{'total': 4, 'user_ids': [4965843, 910394, 1601959, 2961933]}",2021-02-10T19:49:04Z
,"{'total': 12, 'user_ids': [4223396, 4508497, 4432079, 4598419, 3889389, 3405868, 3760100, 3234079, 228185, 1102019, 2963112, 3515187]}",2021-01-28T04:50:50Z
,,2021-02-11T20:02:19Z
,"{'total': 1, 'user_ids': [4632148]}",2021-01-29T20:57:59Z
"{'reshared_count': 1, 'user_ids': [1096123]}","{'total': 3, 'user_ids': [4423201, 4693452, 193496]}",2021-02-10T19:30:14Z
,,2021-01-26T18:41:26Z
,"{'total': 2, 'user_ids': [4793598, 4728069]}",2021-02-01T12:22:53Z
,"{'total': 2, 'user_ids': [3303812, 2778219]}",2021-01-27T23:52:34Z
,"{'total': 3, 'user_ids': [4481406, 2785899, 1467974]}",2021-01-28T15:05:44Z
,,2021-02-25T16:52:44Z
,"{'total': 13, 'user_ids': [807479, 4819741, 4590348, 3174380, 3871878, 3619245, 3223921, 4442687, 778227, 3568589, 3304061, 4067041, 4328107]}",2021-02-03T03:10:52Z
,"{'total': 2, 'user_ids': [624551, 1452318]}",2021-02-02T15:41:11Z
,"{'total': 1, 'user_ids': [1472927]}",2021-02-09T04:45:39Z
,"{'total': 2, 'user_ids': [4148452, 3429138]}",2021-01-25T16:45:28Z
,,2021-02-01T19:37:21Z
,"{'total': 2, 'user_ids': [1591841, 2816779]}",2021-01-24T22:12:30Z
,"{'total': 1, 'user_ids': [4515188]}",2021-01-26T16:41:06Z
,"{'total': 2, 'user_ids': [4530827, 4505400]}",2021-01-26T16:30:40Z
,,2021-02-01T20:08:41Z
"{'reshared_count': 1, 'user_ids': [3540600]}","{'total': 4, 'user_ids': [3257660, 4013629, 3540600, 3388123]}",2021-01-27T00:18:20Z
,,2021-01-28T11:46:17Z
,"{'total': 1, 'user_ids': [1413511]}",2021-01-29T20:02:15Z
,"{'total': 4, 'user_ids': [4831151, 311404, 4785402, 4837854]}",2021-02-03T14:31:29Z
"{'reshared_count': 1, 'user_ids': [4996592]}","{'total': 2, 'user_ids': [1404663, 3945619]}",2021-02-26T14:38:12Z
,"{'total': 1, 'user_ids': [3973149]}",2021-01-27T01:48:23Z
"{'reshared_count': 1, 'user_ids': [1498960]}","{'total': 3, 'user_ids': [4630323, 4599783, 4631094]}",2021-01-26T13:17:02Z
,"{'total': 2, 'user_ids': [56002, 4554081]}",2021-01-27T01:05:15Z
,,2021-01-29T14:13:07Z
,"{'total': 9, 'user_ids': [3903804, 4500593, 4249261, 3796787, 3303812, 4512212, 4227191, 3717328, 4561813]}",2021-01-26T20:39:41Z
,"{'total': 2, 'user_ids': [4357397, 1344249]}",2021-01-29T20:13:13Z
"{'reshared_count': 1, 'user_ids': [4516697]}","{'total': 2, 'user_ids': [3583569, 4696408]}",2021-01-29T03:47:57Z
,"{'total': 1, 'user_ids': [4503637]}",2021-01-25T15:33:28Z
,"{'total': 4, 'user_ids': [2915101, 4671657, 3638750, 3690110]}",2021-02-25T01:00:07Z
,"{'total': 3, 'user_ids': [4782730, 4495023, 3482842]}",2021-02-01T15:19:55Z
,"{'total': 2, 'user_ids': [3357133, 443371]}",2021-02-05T18:46:03Z
,"{'total': 10, 'user_ids': [1992130, 3534890, 4726574, 4545200, 1683704, 1464070, 2926990, 4590840, 3486470, 4714284]}",2021-02-01T03:18:40Z
,,2021-02-02T20:48:36Z
,"{'total': 3, 'user_ids': [4044174, 1748390, 2831170]}",2021-01-27T12:38:40Z
,"{'total': 4, 'user_ids': [307831, 3776174, 1912588, 1827529]}",2021-01-26T17:44:08Z
,"{'total': 1, 'user_ids': [2925566]}",2021-02-05T17:02:42Z
,"{'total': 1, 'user_ids': [3975548]}",2021-02-26T19:37:40Z
,"{'total': 1, 'user_ids': [3224796]}",2021-01-29T23:31:12Z
,"{'total': 3, 'user_ids': [2173209, 4665907, 3628263]}",2021-02-03T07:13:59Z
,,2021-01-27T16:14:16Z
,"{'total': 1, 'user_ids': [3662855]}",2021-01-28T16:18:15Z
,"{'total': 18, 'user_ids': [1316580, 3983145, 4537302, 4434831, 4399555, 3918257, 3451491, 4249465, 4635558, 3261039, 4085701, 451071, 4580227, 463016, 4483155, 3656482, 839399, 1563860]}",2021-01-26T23:24:18Z
,"{'total': 1, 'user_ids': [1670633]}",2021-02-02T15:44:39Z
,"{'total': 1, 'user_ids': [3124887]}",2021-01-28T16:19:51Z
,"{'total': 1, 'user_ids': [3127735]}",2021-01-27T03:05:28Z
,"{'total': 2, 'user_ids': [1860534, 1666873]}",2021-01-27T17:16:31Z
,"{'total': 2, 'user_ids': [4300019, 4512527]}",2021-02-09T16:31:41Z
,"{'total': 1, 'user_ids': [4160832]}",2021-02-24T20:36:53Z
"{'reshared_count': 1, 'user_ids': [4291255]}",,2021-02-19T18:36:04Z
,"{'total': 3, 'user_ids': [2982050, 3508021, 4406949]}",2021-01-30T01:49:58Z
,"{'total': 5, 'user_ids': [3579849, 4231011, 3816488, 805635, 4915215]}",2021-02-24T21:24:55Z
,"{'total': 1, 'user_ids': [3390879]}",2021-01-26T23:35:45Z
,"{'total': 1, 'user_ids': [3893188]}",2021-01-28T16:16:33Z
,"{'total': 1, 'user_ids': [4594700]}",2021-02-26T14:55:37Z
,"{'total': 1, 'user_ids': [4647071]}",2021-02-24T21:01:51Z
"{'reshared_count': 1, 'user_ids': [4311518]}",,2021-01-27T14:08:48Z
,"{'total': 1, 'user_ids': [3128446]}",2021-02-02T18:01:09Z
,,2021-02-25T05:37:59Z
,,2021-02-24T21:01:21Z
,"{'total': 4, 'user_ids': [905969, 3717287, 4293764, 4785402]}",2021-02-04T19:36:49Z
,"{'total': 1, 'user_ids': [3975548]}",2021-01-11T22:15:33Z
,"{'total': 9, 'user_ids': [4443346, 4010918, 3332774, 4375289, 1293280, 4038957, 2923864, 4410875, 2072116]}",2021-01-28T14:32:35Z
"{'reshared_count': 2, 'user_ids': [1495069, 4676731]}","{'total': 16, 'user_ids': [3579849, 1540466, 1469713, 1422583, 4157633, 1144427, 3090905, 4561573, 3877176, 3615103, 4595804, 4450839, 251959, 4455532, 4450639, 1949940]}",2021-02-01T20:22:02Z
,,2021-01-29T08:45:27Z
,"{'total': 3, 'user_ids': [1204644, 4512527, 2895068]}",2021-01-30T20:17:19Z
,,2021-02-09T14:34:13Z
,"{'total': 5, 'user_ids': [3634348, 1469787, 3217127, 3533753, 3446239]}",2021-01-27T20:58:03Z
"{'reshared_count': 2, 'user_ids': [316634, 316634]}","{'total': 14, 'user_ids': [4634613, 4755073, 1329723, 3484041, 1075593, 1628020, 4482441, 4422499, 316634, 4347001, 2015230, 4782124, 1197047, 3570210]}",2021-02-02T05:30:29Z
,,2021-01-27T12:20:48Z
,"{'total': 5, 'user_ids': [3143162, 468944, 1155931, 4329852, 3311523]}",2021-01-14T12:11:40Z
,,2021-01-29T03:40:12Z
,"{'total': 1, 'user_ids': [4914460]}",2021-02-25T18:13:21Z
,"{'total': 1, 'user_ids': [4852137]}",2021-02-04T14:22:32Z
,"{'total': 1, 'user_ids': [196434]}",2021-02-24T20:57:42Z
,"{'total': 1, 'user_ids': [4599783]}",2021-01-29T10:17:06Z
,"{'total': 5, 'user_ids': [1676857, 3128454, 1001710, 4325915, 4866111]}",2021-02-18T19:40:39Z
,"{'total': 6, 'user_ids': [1544853, 521727, 4530827, 4406145, 1342680, 35783]}",2021-01-28T21:43:56Z
,"{'total': 1, 'user_ids': [3579849]}",2021-02-02T14:40:45Z
,,2021-01-29T19:53:09Z
,,2021-02-25T00:36:33Z
,"{'total': 5, 'user_ids': [1557267, 3579849, 4712048, 2111869, 1359345]}",2021-01-29T18:17:11Z
,,2021-02-25T14:02:10Z
"{'reshared_count': 1, 'user_ids': [3585669]}","{'total': 8, 'user_ids': [3837497, 3060283, 3585669, 1315574, 3055835, 3856910, 4242072, 4012912]}",2021-02-04T18:07:00Z
,"{'total': 1, 'user_ids': [4767432]}",2021-01-29T19:50:13Z
,"{'total': 1, 'user_ids': [824939]}",2021-02-22T12:39:30Z
,,2021-02-24T20:52:09Z
,"{'total': 1, 'user_ids': [1886059]}",2021-01-27T16:38:39Z
,"{'total': 2, 'user_ids': [3518348, 1626233]}",2021-01-31T22:09:42Z
,,2021-02-03T20:58:53Z
,,2021-01-22T18:09:27Z
,"{'total': 1, 'user_ids': [4754775]}",2021-02-04T22:04:47Z
,,2021-01-22T17:29:23Z
,,2021-02-26T17:34:53Z
,,2021-02-02T16:27:15Z
,"{'total': 4, 'user_ids': [4333467, 4034971, 3628263, 3075517]}",2021-02-02T19:08:29Z
"{'reshared_count': 1, 'user_ids': [4418120]}","{'total': 5, 'user_ids': [4290514, 3426906, 4309477, 5144096, 431768]}",2021-02-26T18:30:02Z
,"{'total': 2, 'user_ids': [3865906, 4510951]}",2021-02-25T18:55:41Z
,"{'total': 14, 'user_ids': [4002310, 232859, 4791013, 4650131, 3388765, 1214709, 3949378, 3179273, 2234707, 3345157, 736542, 4520247, 4742181, 3047697]}",2021-01-31T19:00:23Z
,"{'total': 4, 'user_ids': [3757066, 3785385, 1035086, 3347872]}",2021-01-28T19:36:28Z
,"{'total': 16, 'user_ids': [3289930, 4867699, 434014, 1649547, 215726, 4560963, 1299043, 4642169, 4584366, 4263593, 4382315, 3932336, 4299033, 4236121, 5074312, 4932920]}",2021-02-24T22:58:39Z
,,2021-01-25T14:36:59Z
,,2021-01-14T16:56:58Z
,"{'total': 1, 'user_ids': [4802392]}",2021-02-01T03:50:30Z
,"{'total': 3, 'user_ids': [3317234, 4390779, 3579849]}",2021-01-29T20:43:47Z
,,2021-02-03T15:53:23Z
,"{'total': 9, 'user_ids': [221619, 4010918, 4249549, 210417, 4579207, 4649345, 2802824, 1454408, 382596]}",2021-01-22T02:03:17Z
,"{'total': 3, 'user_ids': [4647822, 4326265, 3769790]}",2021-01-31T06:53:39Z
,"{'total': 3, 'user_ids': [4682337, 4073773, 565973]}",2021-01-26T15:34:58Z
,"{'total': 18, 'user_ids': [3277378, 3847954, 4501660, 4599783, 4510951, 3683475, 3181325, 1533682, 4367846, 4508911, 3629520, 3050466, 4599904, 4534383, 3759606, 4452268, 4668351, 4344236]}",2021-01-27T03:26:37Z
,"{'total': 6, 'user_ids': [628368, 2992651, 3225743, 1279043, 3016832, 1464070]}",2021-02-09T21:51:46Z
,"{'total': 1, 'user_ids': [3949784]}",2021-01-28T14:46:45Z
,"{'total': 13, 'user_ids': [3390879, 4337082, 4495662, 3950791, 3600941, 3936152, 3262175, 4471134, 1454408, 4534810, 4212476, 4481363, 4521174]}",2021-01-16T05:37:34Z
,"{'total': 1, 'user_ids': [2820485]}",2021-01-26T08:24:04Z
,,2021-02-12T13:28:22Z
,"{'total': 2, 'user_ids': [4492120, 3050483]}",2021-02-01T11:03:15Z
,"{'total': 4, 'user_ids': [993995, 4758138, 533064, 4501708]}",2021-01-29T12:09:34Z
,"{'total': 2, 'user_ids': [4637545, 2816634]}",2021-01-29T19:57:21Z
,,2021-02-25T15:26:31Z
,"{'total': 1, 'user_ids': [3593803]}",2021-02-02T20:46:39Z
,"{'total': 1, 'user_ids': [1118054]}",2021-02-01T22:47:53Z
,"{'total': 2, 'user_ids': [1806995, 2105941]}",2021-01-27T00:18:39Z
,"{'total': 3, 'user_ids': [959511, 4503104, 998488]}",2021-02-02T13:46:34Z
,"{'total': 6, 'user_ids': [4639660, 3165004, 4644863, 1247163, 4629397, 165336]}",2021-01-21T06:31:32Z
,,2021-02-02T12:01:47Z
,"{'total': 2, 'user_ids': [4694577, 756078]}",2021-01-26T20:59:41Z
,,2021-01-26T21:36:00Z
,"{'total': 3, 'user_ids': [4582900, 1019399, 4277920]}",2021-02-02T19:47:18Z
,,2021-02-19T14:09:12Z
,,2021-01-31T22:46:00Z
,"{'total': 1, 'user_ids': [3410927]}",2021-01-26T20:30:32Z
,,2021-02-24T21:51:20Z
,"{'total': 3, 'user_ids': [277059, 3261241, 4977522]}",2021-02-24T20:26:46Z
,,2021-02-25T21:19:00Z
,"{'total': 1, 'user_ids': [4783777]}",2021-01-29T21:17:02Z
,,2021-01-25T14:39:06Z
,"{'total': 2, 'user_ids': [3608020, 4381659]}",2021-02-26T16:04:11Z
,,2021-01-28T21:33:00Z
,"{'total': 2, 'user_ids': [5049872, 5003561]}",2021-02-24T23:04:16Z
,"{'total': 5, 'user_ids': [1917927, 3166955, 4670542, 1630183, 3245922]}",2021-02-10T15:55:30Z
,"{'total': 2, 'user_ids': [1666873, 2105941]}",2021-01-29T01:58:15Z
,,2021-01-28T16:13:51Z
,,2021-01-31T07:10:36Z
,"{'total': 1, 'user_ids': [4336408]}",2021-02-18T07:03:33Z
,,2021-02-02T14:09:02Z
,"{'total': 4, 'user_ids': [4622542, 4636021, 4484461, 3744071]}",2021-02-25T15:28:03Z
,"{'total': 2, 'user_ids': [1403014, 3350602]}",2021-01-29T19:31:33Z
,"{'total': 2, 'user_ids': [4387873, 4805384]}",2021-02-25T14:12:33Z
,,2021-01-28T02:18:31Z
,"{'total': 6, 'user_ids': [4458156, 1695675, 4579207, 2959855, 2028345, 3768626]}",2021-01-20T13:02:17Z
,"{'total': 1, 'user_ids': [1069370]}",2021-01-28T12:57:45Z
,,2021-02-10T21:39:24Z
,,2021-01-22T20:54:28Z
,"{'total': 1, 'user_ids': [1470117]}",2021-02-05T12:10:14Z
,"{'total': 3, 'user_ids': [2982092, 596510, 4328984]}",2021-01-25T09:52:01Z
,,2021-01-29T13:04:04Z
,"{'total': 6, 'user_ids': [3717328, 3600941, 3975548, 4362760, 1146065, 3867918]}",2021-01-11T14:15:04Z
,"{'total': 1, 'user_ids': [3579849]}",2021-01-29T17:04:19Z
,"{'total': 1, 'user_ids': [3228431]}",2021-01-22T19:12:37Z
,"{'total': 1, 'user_ids': [2926990]}",2021-02-24T22:40:00Z
,"{'total': 1, 'user_ids': [2116478]}",2021-01-21T20:12:54Z
,"{'total': 1, 'user_ids': [4385702]}",2021-01-28T22:57:31Z
,,2021-01-26T20:29:40Z
,"{'total': 1, 'user_ids': [824939]}",2021-02-17T20:08:37Z
,,2021-01-26T22:25:43Z
,"{'total': 1, 'user_ids': [4515188]}",2021-02-25T15:50:17Z
,,2021-01-26T20:03:47Z
,"{'total': 4, 'user_ids': [390138, 4466714, 3608020, 3556454]}",2021-02-01T17:51:05Z
,,2021-01-25T16:06:43Z
,,2021-02-26T14:37:18Z
,,2021-01-31T03:10:10Z
,,2021-02-24T22:03:58Z
,,2021-01-27T23:40:49Z
,"{'total': 3, 'user_ids': [3106164, 3492113, 3234793]}",2021-02-03T12:01:53Z
,"{'total': 2, 'user_ids': [4656606, 1300228]}",2021-01-26T10:23:09Z
,,2021-02-09T16:51:20Z
,"{'total': 1, 'user_ids': [4700410]}",2021-02-26T18:15:30Z
,,2021-02-02T13:41:54Z
,"{'total': 2, 'user_ids': [4524285, 2187082]}",2021-01-25T20:13:07Z
,,2021-01-23T17:26:22Z
,,2021-02-09T15:06:31Z
,,2021-02-24T22:16:06Z
,"{'total': 1, 'user_ids': [1690514]}",2021-02-25T14:59:25Z
,"{'total': 1, 'user_ids': [643129]}",2021-02-03T07:29:44Z
,"{'total': 3, 'user_ids': [4178374, 2924017, 815423]}",2021-01-25T14:24:32Z
,,2021-01-31T18:55:40Z
,"{'total': 2, 'user_ids': [3492113, 3170880]}",2021-02-04T14:33:50Z
,"{'total': 3, 'user_ids': [3585634, 4038101, 4301117]}",2021-02-17T16:25:03Z
,"{'total': 1, 'user_ids': [4965970]}",2021-02-26T20:31:21Z
,,2021-02-24T23:09:56Z
,"{'total': 5, 'user_ids': [5108966, 3385341, 4523003, 4744348, 4323332]}",2021-02-26T17:58:09Z
,,2021-02-26T16:45:01Z
,"{'total': 4, 'user_ids': [3884756, 4504538, 229067, 3508301]}",2021-01-22T02:34:53Z
,"{'total': 8, 'user_ids': [2978388, 1638196, 4249423, 4383876, 3031869, 2140152, 1686805, 871951]}",2021-01-28T20:42:58Z
,,2021-02-05T17:11:37Z
,,2021-02-02T09:36:14Z
,,2021-01-27T14:19:12Z
,"{'total': 54, 'user_ids': [4082922, 3771853, 4426509, 3698910, 4427947, 2054642, 857882, 840824, 3523317, 4637749, 3492259, 3390879, 4499705, 3277378, 4521185, 3247926, 4452001, 4220796, 4633609, 4396942, 3557650, 2243272, 3898811, 4582348, 4611628, 4493211, 1257674, 4664397, 677186, 4513904, 3003020, 4573715, 636344, 4496795, 4433583, 4363575, 4546696, 4470774, 4274370, 4222097, 4512527, 4434377, 4624868, 4257706, 1905269, 233479, 3433767, 3032431, 4358718, 1834417, 3091958, 4017574, 4427625, 2944448]}",2021-01-26T05:40:48Z
,"{'total': 1, 'user_ids': [4472502]}",2021-01-15T19:04:45Z
,"{'total': 9, 'user_ids': [3205704, 3386750, 3737084, 3986713, 2030928, 4801275, 2147568, 4132328, 4372010]}",2021-02-10T02:18:13Z
,"{'total': 4, 'user_ids': [1263391, 4648854, 3763515, 3910391]}",2021-02-02T10:07:38Z
,"{'total': 4, 'user_ids': [4245619, 3417808, 1158570, 2840741]}",2021-01-27T09:58:42Z
,"{'total': 7, 'user_ids': [4416107, 3608020, 521444, 4724044, 3484573, 5111907, 4249549]}",2021-02-23T13:24:24Z
,,2021-02-02T20:33:45Z
,"{'total': 2, 'user_ids': [801130, 946439]}",2021-01-27T22:35:16Z
,"{'total': 1, 'user_ids': [4137306]}",2021-01-28T19:28:00Z
,,2021-01-28T14:04:46Z
,,2021-02-02T03:00:18Z
,"{'total': 1, 'user_ids': [1101243]}",2021-01-26T20:29:08Z
,"{'total': 6, 'user_ids': [3695248, 2862918, 4305535, 4534266, 3886966, 3299029]}",2021-01-22T16:02:09Z
,,2021-01-27T00:15:31Z
,,2021-02-01T15:10:31Z
,,2021-01-29T16:35:46Z
,"{'total': 1, 'user_ids': [4367846]}",2021-02-03T07:57:50Z
,,2021-01-29T11:10:32Z
,"{'total': 3, 'user_ids': [1997489, 1886876, 1337652]}",2021-02-05T12:16:21Z
,,2021-02-05T04:43:58Z
,"{'total': 2, 'user_ids': [3608020, 4293349]}",2021-02-05T15:09:16Z
,,2021-01-15T19:28:02Z
,,2021-02-02T15:59:23Z
,"{'total': 1, 'user_ids': [2805797]}",2021-02-02T15:26:52Z
,"{'total': 2, 'user_ids': [3651979, 2961933]}",2021-02-08T13:34:07Z
,"{'total': 1, 'user_ids': [4487592]}",2021-02-05T16:39:51Z
"{'reshared_count': 1, 'user_ids': [3377788]}","{'total': 5, 'user_ids': [4040595, 3445936, 3212083, 3326882, 3377788]}",2021-01-29T01:24:26Z
,,2021-01-19T17:56:23Z
"{'reshared_count': 1, 'user_ids': [3934186]}","{'total': 2, 'user_ids': [4606582, 3934186]}",2021-01-29T20:40:34Z
,"{'total': 6, 'user_ids': [3579849, 1887758, 2001403, 3347170, 4789201, 4781511]}",2021-02-25T15:05:47Z
,"{'total': 1, 'user_ids': [4773747]}",2021-02-25T14:32:39Z
,"{'total': 11, 'user_ids': [4061316, 4044096, 69689, 4575697, 4010918, 3758291, 1484161, 2894689, 4223265, 3023959, 1454408]}",2021-01-20T19:03:39Z
,,2021-02-26T17:30:47Z
,,2021-01-13T23:05:55Z
,"{'total': 1, 'user_ids': [806079]}",2021-02-02T16:43:38Z
,"{'total': 3, 'user_ids': [4178374, 4040031, 4202235]}",2021-01-22T17:56:51Z
"{'reshared_count': 1, 'user_ids': [307831]}","{'total': 7, 'user_ids': [1146450, 4662956, 4600201, 967355, 3776174, 4356304, 851566]}",2021-01-28T15:40:26Z
,"{'total': 6, 'user_ids': [3432190, 3557237, 3751780, 2126627, 3934613, 3105118]}",2021-01-27T15:47:09Z
,,2021-01-27T11:54:30Z
,"{'total': 1, 'user_ids': [3579849]}",2021-02-26T15:28:52Z
,"{'total': 1, 'user_ids': [1800590]}",2021-02-10T18:52:54Z
"{'reshared_count': 1, 'user_ids': [4659802]}","{'total': 3, 'user_ids': [2874059, 1146450, 3357133]}",2021-02-01T16:45:20Z
"{'reshared_count': 1, 'user_ids': [4431413]}","{'total': 7, 'user_ids': [4186795, 4004449, 4162694, 4067262, 3603396, 4785402, 4784257]}",2021-02-01T16:34:48Z
,"{'total': 2, 'user_ids': [3579849, 3170880]}",2021-02-02T17:58:49Z
,"{'total': 1, 'user_ids': [1742760]}",2021-01-27T18:31:28Z
,,2021-01-27T12:33:33Z
,"{'total': 11, 'user_ids': [4061316, 2872712, 3949630, 4169920, 3054782, 740253, 4548000, 4557354, 3873388, 3676715, 1408120]}",2021-01-19T00:27:08Z
,"{'total': 5, 'user_ids': [1468291, 4669321, 2165282, 4335052, 3176890]}",2021-01-27T10:21:29Z
,"{'total': 4, 'user_ids': [4705019, 4454951, 4430034, 1414972]}",2021-01-29T18:40:57Z
,"{'total': 1, 'user_ids': [1350882]}",2021-01-26T12:04:45Z
,"{'total': 2, 'user_ids': [4439225, 1337652]}",2021-02-02T12:32:13Z
,"{'total': 1, 'user_ids': [4246652]}",2021-01-14T14:50:13Z
,"{'total': 1, 'user_ids': [4751723]}",2021-02-05T17:38:54Z
,"{'total': 10, 'user_ids': [3583632, 4482723, 648103, 4658099, 3975548, 1863452, 4391062, 4404553, 4587684, 4555586]}",2021-01-24T20:35:07Z
"{'reshared_count': 1, 'user_ids': [4831573]}","{'total': 4, 'user_ids': [4377809, 1351431, 4535359, 4669108]}",2021-02-24T22:02:46Z
,"{'total': 2, 'user_ids': [3574060, 3259547]}",2021-02-08T10:53:49Z
,"{'total': 1, 'user_ids': [3675153]}",2021-02-04T19:16:55Z
,"{'total': 1, 'user_ids': [3044946]}",2021-02-27T20:35:56Z
,,2021-02-02T12:04:51Z
,"{'total': 3, 'user_ids': [4521279, 4167780, 3783685]}",2021-01-28T14:37:30Z
,"{'total': 2, 'user_ids': [824939, 1078977]}",2021-02-17T19:13:54Z
,"{'total': 1, 'user_ids': [3820258]}",2021-01-31T12:52:11Z
,"{'total': 2, 'user_ids': [3705750, 331315]}",2021-01-26T21:35:26Z
,,2021-01-26T20:54:27Z
,"{'total': 3, 'user_ids': [3738009, 1618411, 1881725]}",2021-02-02T02:16:16Z
